Company Name,Company Site,Company Industries,Report Link,Report Year,Mean Hourly Gap,Median Hourly Gap,Mean Bonus Gap,Median Bonus Gap,Mean Hourly Gap Part Time,Median Hourly Gap Part Time,Mean Hourly Gap Part Temp,Median Hourly Gap Part Temp,Percentage Bonus Paid Female,Percentage Bonus Paid Male,Percentage BIK Paid Female,Percentage BIK Paid Male,Q1 Female,Q1 Male,Q2 Female,Q2 Male,Q3 Female,Q3 Male,Q4 Female,Q4 Male,Percentage Employees Female,Percentage Employees Male,id,companyName,companies_ID,meanBonus,meanHourly,medianBonus,medianHourly,reportLink,year,meanHourlyPT,medianHourlyPT,meanHourlyTemp,medianHourlyTemp,perBonusFemale,perBonusMale,perBIKFemale,perBIKMale,pb1Female,pb1Male,pb2Female,pb2Male,pb3Female,pb3Male,pb4Female,pb4Male,perEmployeesFemale,perEmployeesMale,comment
Arachas,https://www.arachas.ie/,Insurance,https://www.arachas.ie/media/5yonmz5m/arachas-gender-pay-gap-report-2022.pdf,2022.0,29.7,22.2,52.6,32.1,40.24,41.79,0.79,-28.67,83.0,78.0,2.45,5.18,59.0,41.0,68.0,32.0,34.0,66.0,34.0,66.0,,,42,Arrabawn,41,88.9,8.9,100.0,6.2,https://arrabawn.ie/wp-content/uploads/2022/12/Arrabawn-Gender-Pay-Gap-2022.12.pdf,2022,-35.8,-63.9,-3.9,2.1,38.0,64.0,2.1,7.2,25.0,75.0,17.0,83.0,21.0,79.0,12.0,88.0,18.5,81.5,
Aramark: Avoca Handweavers Shops Limited,https://www.avoca.com/en,Retail,https://web.archive.org/web/20230323084624/https://northerneurope.aramark.com/-/media/pdf/2022/518912-gender-pay-gap-report-2022-v8.pdf?la=en-gb&hash=057E8EFFDC29B1942A5381369D0E447C15C2CAE5,2022.0,-0.6,1.5,29.4,9.8,0.9,0.9,,,3.0,1.0,0.3,0.2,62.2,37.8,60.7,39.3,58.0,42.0,56.4,43.6,,,43,Arthur Cox (including partners),42,39.0,52.0,31.0,17.0,https://www.arthurcox.com/wp-content/uploads/2022/12/Gender-Pay-Gap-Report-December-2022.pdf,2022,,,,,92.0,79.0,38.0,35.0,64.0,36.0,65.0,35.0,63.0,37.0,37.0,63.0,64.0,36.0,
Aramark: Campbell Catering Limited,https://northerneurope.aramark.com/ie/home,"Food & Drink,Catering",https://web.archive.org/web/20230323084624/https://northerneurope.aramark.com/-/media/pdf/2022/518912-gender-pay-gap-report-2022-v8.pdf?la=en-gb&hash=057E8EFFDC29B1942A5381369D0E447C15C2CAE5,2022.0,13.5,5.1,60.1,39.5,1.0,0.6,,,5.3,5.8,1.3,2.5,72.0,28.0,62.0,38.0,64.0,36.0,50.0,50.0,,,44,Arup,43,42.3,21.9,26.4,21.4,https://www.arup.com/perspectives/publications/research/section/ireland-gender-pay-gap-report-2022,2022,8.3,14.6,23.3,2.9,92.1,91.5,63.1,59.4,47.7,52.3,45.1,54.9,33.7,66.3,25.1,74.9,39.0,61.0,
Aramark: Vector Workplace and Facility Management Limited,https://northerneurope.aramark.com/ie/home,Facilities Services,https://web.archive.org/web/20230323084624/https://northerneurope.aramark.com/-/media/pdf/2022/518912-gender-pay-gap-report-2022-v8.pdf?la=en-gb&hash=057E8EFFDC29B1942A5381369D0E447C15C2CAE5,2022.0,32.3,28.0,-15.1,-29.6,4.8,1.7,41.3,1.2,1.4,6.8,1.6,30.5,81.0,19.0,71.0,29.0,57.0,43.0,13.0,87.0,,,45,ARYZTA Food Solutions Ireland,44,-34.6,13.5,-28.06,10.57,https://www.aryztafoodsolutions.ie/gender-pay-gap-report/,2022,23.09,20.1,0.0,0.0,25.0,50.0,1.25,0.57,46.88,53.12,33.33,66.67,25.0,75.0,20.63,79.37,31.5,68.5,
Arcadis (DPS Group Global),https://www.dpsgroupglobal.com/,"Project Management,Engineering",https://www.dpsgroupglobal.com/contentFiles/files/DPS_Gender_Pay_Gap_Report_2022_R3.pdf,2022.0,24.3,28.8,54.12,41.6,45.9,27.3,22.8,33.3,64.9,63.8,98.0,98.0,,,,,,,,,32.3,67.6,46,Astellas Ireland (all legal entities),45,-13.5,4.3,5.7,14.0,https://www.astellas.com/ie/system/files/mat-ie-non-2022-00066_astellas_2022_gender_pay_gap_report.pdf,2022,,,8.7,25.8,,,88.2,91.0,54.0,46.0,58.0,42.0,27.7,72.3,34.8,65.2,,,
Ardmac,https://www.ardmac.com/,Construction,https://www.ardmac.com/report-on-the-gender-pay-gap-at-ardmac/,2022.0,12.0,1.9,24.0,32.0,,,,,80.0,44.0,,,,,,,,,,,12.0,88.0,47,Autodesk,46,18.8,3.8,-8.5,0.5,https://damassets.autodesk.net/content/dam/autodesk/www/campaigns/emea/docs/Ireland-gender-pay-gap-report-2022.pdf,2022,,,,,88.0,93.4,100.0,100.0,40.3,59.7,53.5,46.5,46.5,53.5,47.1,52.9,,,
Argos,https://www.argos.co.uk/features/republic-of-ireland,Retail,https://www.about.sainsburys.co.uk/~/media/Files/S/Sainsburys/documents/roi-pay-gap-2021-22.pdf,2022.0,2.83,1.45,13.51,2.96,0.33,-4.43,10.8,-0.08,86.83,82.09,0.3,0.37,52.32,47.68,60.93,39.07,53.33,46.67,53.33,44.67,,,48,Aurivo Co-operative Society Ltd,47,5.0,0.2,0.1,-11.0,https://www.aurivo.ie/wp-content/uploads/2022/12/Aurivo-2022-Gender-Pay-Gap-.pdf,2022,-7.0,-5.0,4.0,5.0,57.0,56.0,4.0,4.0,17.0,83.0,10.0,90.0,26.0,74.0,16.0,84.0,17.0,83.0,
Arrabawn,https://arrabawn.ie/,Agriculture,https://arrabawn.ie/wp-content/uploads/2022/12/Arrabawn-Gender-Pay-Gap-2022.12.pdf,2022.0,8.9,6.2,88.9,100.0,-35.8,-63.9,-3.9,2.1,38.0,64.0,2.1,7.2,25.0,75.0,17.0,83.0,21.0,79.0,12.0,88.0,18.5,81.5,49,Avaya,48,42.2,22.1,50.6,22.1,https://www.avaya.com/en/documents/avaya-ireland-gender-pay-gap-report-2022.pdf?t=0,2022,48.0,48.0,,,76.7,88.6,44.7,51.8,46.0,54.0,35.0,65.0,20.0,80.0,9.0,91.0,,,
Arthur Cox (including partners),https://www.arthurcox.com/,Law,https://www.arthurcox.com/wp-content/uploads/2022/12/Gender-Pay-Gap-Report-December-2022.pdf,2022.0,52.0,17.0,39.0,31.0,,,,,92.0,79.0,38.0,35.0,64.0,36.0,65.0,35.0,63.0,37.0,37.0,63.0,64.0,36.0,50,Aviva,49,39.8,26.0,37.7,28.4,https://static.aviva.io/content/dam/aviva-public/ie/pdfs/gender-pay-gap-report-2022.pdf,2022,72.1,72.5,0.7,-0.2,83.4,86.3,76.2,74.2,62.0,38.0,68.0,32.0,53.0,47.0,38.0,62.0,55.0,45.0,
Arup,https://www.arup.com/,"Consultancy,Engineering",https://www.arup.com/perspectives/publications/research/section/ireland-gender-pay-gap-report-2022,2022.0,21.9,21.4,42.3,26.4,8.3,14.6,23.3,2.9,92.1,91.5,63.1,59.4,47.7,52.3,45.1,54.9,33.7,66.3,25.1,74.9,39.0,61.0,51,AWS EMEA SARL (Irish Branch),50,3.6,11.9,19.8,10.3,https://assets.aboutamazon.com/b8/81/2343ec2c4fa3beecdb044628ec97/amazon-gender-pay-gap-report-2022-1.pdf,2022,45.7,45.7,20.5,0.0,93.4,94.7,88.0,89.7,35.0,65.0,26.0,74.0,23.0,77.0,15.0,85.0,,,
ARYZTA Food Solutions Ireland,https://aryzta.ie/,Food & Drink,https://www.aryztafoodsolutions.ie/gender-pay-gap-report/,2022.0,13.5,10.57,-34.6,-28.06,23.09,20.1,0.0,0.0,25.0,50.0,1.25,0.57,46.88,53.12,33.33,66.67,25.0,75.0,20.63,79.37,31.5,68.5,52,BAM Ireland: Building,51,48.5,38.69,61.8,40.99,https://www.bamireland.ie/wp-content/uploads/2022/12/BAM-Ireland-Gender-Pay-Gap-Report-2022.pdf,2022,7.02,-6.57,-0.27,-5.26,29.5,43.8,100.0,79.6,29.25,70.75,19.81,80.19,3.77,96.23,4.72,95.28,,,
Astellas Ireland (all legal entities),https://www.astellas.com/ie,Pharmaceutical,https://www.astellas.com/ie/system/files/mat-ie-non-2022-00066_astellas_2022_gender_pay_gap_report.pdf,2022.0,4.3,14.0,-13.5,5.7,,,8.7,25.8,,,88.2,91.0,54.0,46.0,58.0,42.0,27.7,72.3,34.8,65.2,,,53,BAM Ireland: Civil,52,22.0,29.2,35.2,29.7,https://www.bamireland.ie/wp-content/uploads/2022/12/BAM-Ireland-Gender-Pay-Gap-Report-2022.pdf,2022,12.1,20.98,29.02,-24.79,25.0,42.4,98.5,73.4,50.0,50.0,38.64,63.16,21.43,78.57,12.28,87.72,,,
Atlantic Technological University (formerly Galway-Mayo Institute of Technology),https://www.gmit.ie/,Education,https://www.atu.ie/sites/default/files/2023-02/ATU%20Gender%20Pay%20Gap%20Report%202022.pdf,2022.0,9.7,7.7,,,7.5,15.1,9.5,16.2,,,,,63.5,36.5,59.6,40.4,53.0,47.0,47.5,52.5,55.9,44.1,54,Bank of America,53,32.0,19.0,26.0,20.0,https://web.archive.org/web/20230403102926/https://about.bankofamerica.com/content/dam/about/pdfs/BRO-12-22-0021_Ireland%20Gender%20Pay_Secure%2012.13_version%202.pdf,2022,35.0,48.0,,,61.0,67.0,95.0,95.0,51.0,49.0,49.0,51.0,30.0,70.0,35.0,65.0,,,
Aurivo Co-operative Society Ltd,https://www.aurivo.ie/,Agriculture,https://www.aurivo.ie/wp-content/uploads/2022/12/Aurivo-2022-Gender-Pay-Gap-.pdf,2022.0,0.2,-11.0,5.0,0.1,-7.0,-5.0,4.0,5.0,57.0,56.0,4.0,4.0,17.0,83.0,10.0,90.0,26.0,74.0,16.0,84.0,17.0,83.0,55,Bank of Ireland (exluding subsidiaries),54,,20.5,,17.1,https://personalbanking.bankofireland.com/app/uploads/Final-BOI-Group-ROI-Gender-Pay-Gap-report.pdf,2022,-19.5,-34.8,-3.3,0.0,,,90.2,90.7,63.0,37.0,61.0,39.0,60.0,40.0,38.0,62.0,56.0,44.0,
Autodesk,https://www.autodesk.eu/,"Technology,Software",https://damassets.autodesk.net/content/dam/autodesk/www/campaigns/emea/docs/Ireland-gender-pay-gap-report-2022.pdf,2022.0,3.8,0.5,18.8,-8.5,,,,,88.0,93.4,100.0,100.0,40.3,59.7,53.5,46.5,46.5,53.5,47.1,52.9,,,56,Barclays Bank Ireland Plc,55,61.7,33.9,33.3,19.9,https://home.barclays/content/dam/home-barclays/documents/who-we-are/our-strategy/DandI/Barclays%20Ireland%20Gender%20Pay%20Gaps%202022.pdf,2022,,,,,88.2,91.3,100.0,100.0,61.0,39.0,36.0,64.0,43.0,57.0,30.0,70.0,,,
Avaya,https://www.avaya.com/en/,"Technology,Software",https://www.avaya.com/en/documents/avaya-ireland-gender-pay-gap-report-2022.pdf?t=0,2022.0,22.1,22.1,42.2,50.6,48.0,48.0,,,76.7,88.6,44.7,51.8,46.0,54.0,35.0,65.0,20.0,80.0,9.0,91.0,,,57,Baxter Healthcare Ireland,56,6.99,10.74,13.73,10.36,https://www.baxterhealthcare.ie/sites/g/files/ebysai1646/files/2022-12/Ireland%20Gender%20Pay%20Gap%20Report%2020221202.pdf,2022,-3.35,-4.54,-0.58,0.54,83.11,83.22,74.72,71.95,60.34,39.66,51.2,48.8,46.15,53.85,37.35,62.65,,,
Aviva,https://www.aviva.ie/,"Insurance,Financial",https://static.aviva.io/content/dam/aviva-public/ie/pdfs/gender-pay-gap-report-2022.pdf,2022.0,26.0,28.4,39.8,37.7,72.1,72.5,0.7,-0.2,83.4,86.3,76.2,74.2,62.0,38.0,68.0,32.0,53.0,47.0,38.0,62.0,55.0,45.0,58,BDO Ireland,57,15.0,17.0,0.0,11.0,https://web.archive.org/web/20230403100140/https://www.bdo.ie/getattachment/Insights/2022/Gender-Pay-Gap-Report-2022/BDO-Ireland-Gender-Pay-Gap-Report-2022.pdf.aspx,2022,29.0,8.0,,,21.0,27.0,93.0,86.0,49.0,51.0,64.0,36.0,64.0,36.0,42.0,58.0,55.0,45.0,
Aviva Group Services,https://www.aviva.ie/group/,"Insurance,Financial",https://web.archive.org/web/20230403113325/https://static.aviva.io/content/dam/aviva-public/ie/pdfs/gender-pay-gap-report-2022.pdf,2022.0,25.1,25.2,40.9,34.6,72.1,82.8,1.2,-0.8,84.6,87.4,77.0,74.4,60.0,40.0,68.0,32.0,48.0,52.0,37.0,63.0,53.0,47.0,59,Beckman Coulter Ireland Inc,58,7.3,-4.0,18.6,-0.2,https://media.beckmancoulter.com/-/media/diagnostics/corporate/images/diversityinclusion/2021-2022_ireland_gender_pay_report.pdf?rev=727ac64e933f4bfa9b97a5be478e4faa&hash=F8A81C049D38AC2CBEF91FB7961F3500,2022,15.2,12.4,-3.2,-3.8,85.4,81.5,92.3,93.6,55.6,44.4,35.1,64.9,48.1,51.9,41.5,58.5,45.1,54.9,
AWS EMEA SARL (Irish Branch),https://aws.amazon.com/?nc2=h_lg,"Technology,Software",https://assets.aboutamazon.com/b8/81/2343ec2c4fa3beecdb044628ec97/amazon-gender-pay-gap-report-2022-1.pdf,2022.0,11.9,10.3,3.6,19.8,45.7,45.7,20.5,0.0,93.4,94.7,88.0,89.7,35.0,65.0,26.0,74.0,23.0,77.0,15.0,85.0,,,60,Becton Dickinson Research Centre Ireland Limited,59,1.0,0.0,0.0,0.0,https://web.archive.org/web/20230831201745/https://www.bd.com/documents/international/corporate/Becton%20Dickinson%20Research%20Centre%20Ireland%20Limited%20Gender%20Pay%20Gap%20Report%202022.pdf,2022,,,,,,,76.0,81.0,26.0,73.0,41.0,59.0,32.0,68.0,18.0,82.0,30.0,70.0,
Axa Insurance,https://www.axa.ie/,Insurance,https://www.axa.ie/download/axa-insurance-dac-gender-pay-report-2022.pdf,2022.0,14.3,8.8,26.5,17.0,0.8,-15.0,,,89.0,90.0,18.0,21.0,52.0,48.0,55.0,45.0,60.0,40.0,41.0,59.0,52.0,48.0,61,Becton Dickinson: ClearStream Technologies Limited,60,2.8,3.2,8.0,6.1,https://web.archive.org/web/20230403151443/https://www.bd.com/documents/international/corporate/ClearStream%20Technologies%20Ltd%20Gender%20Pay%20Gap%20Report%202022.pdf,2022,,,,,,,,,43.0,57.0,46.0,54.0,53.0,47.0,67.0,37.0,51.0,49.0,
B&Q Ireland,https://www.diy.ie/,Retail,https://media.diy.com/is/content/KingfisherDigital/Brand-roi-gender-pay-gap~218fe1c32b2ef3707e80cafbe10b253093446d70pdf,2022.0,12.8,-2.6,71.0,0.0,-0.1,-4.2,-4.7,-2.0,93.9,85.6,22.3,17.3,45.0,55.0,51.0,49.0,61.0,39.0,46.0,54.0,51.0,49.0,62,Bidvest Noonan,61,37.7,10.9,-12.0,7.7,https://bidvestnoonan.ie/wp-content/uploads/2022/12/Gender-Pay-Gap-2022-IOI.pdf,2022,10.7,5.9,,,1.3,2.2,3.3,0.9,80.0,20.0,64.0,36.0,35.0,65.0,31.0,69.0,,,
BAM Ireland: Building,https://www.bamireland.ie/,Construction,https://www.bamireland.ie/wp-content/uploads/2022/12/BAM-Ireland-Gender-Pay-Gap-Report-2022.pdf,2022.0,38.69,40.99,48.5,61.8,7.02,-6.57,-0.27,-5.26,29.5,43.8,100.0,79.6,29.25,70.75,19.81,80.19,3.77,96.23,4.72,95.28,,,63,BioMarin,62,27.4,14.7,-6.8,2.6,https://www.biomarin.eu/wp-content/uploads/2022/12/BioMarin-GenderPayGap-Report2022-final-v.pdf,2022,,,,,94.8,91.8,98.3,98.7,51.9,48.1,37.3,62.7,44.0,56.0,40.3,59.7,43.0,57.0,
BAM Ireland: Civil,https://www.bamireland.ie/,Construction,https://www.bamireland.ie/wp-content/uploads/2022/12/BAM-Ireland-Gender-Pay-Gap-Report-2022.pdf,2022.0,29.2,29.7,22.0,35.2,12.1,20.98,29.02,-24.79,25.0,42.4,98.5,73.4,50.0,50.0,38.64,63.16,21.43,78.57,12.28,87.72,,,64,Blackrock Clinic,63,50.13,16.52,10.0,1.22,https://www.blackrockhealth.com/sites/default/files/2023-07/dBC113_BCHR_BLACKROCK_CLINIC_gender_pay_report_v6.pdf,2022,23.73,9.41,25.64,14.34,72.41,55.56,0.12,0.0,67.4,32.6,82.42,17.58,83.15,16.85,64.71,35.29,74.0,26.0,
Bank of America,https://www.bankofamerica.com/,"Banking,Financial",https://web.archive.org/web/20230403102926/https://about.bankofamerica.com/content/dam/about/pdfs/BRO-12-22-0021_Ireland%20Gender%20Pay_Secure%2012.13_version%202.pdf,2022.0,19.0,20.0,32.0,26.0,35.0,48.0,,,61.0,67.0,95.0,95.0,51.0,49.0,49.0,51.0,30.0,70.0,35.0,65.0,,,65,BNY Mellon: Fund Services DAC,66,16.0,12.0,12.0,11.0,https://www.bnymellon.com/content/dam/bnymellon/documents/pdf/emea/bny-mellon-fund-services-ireland-fsi-dac-2022-report.pdf,2022,,,,,83.0,80.0,98.0,96.0,51.0,48.0,45.0,55.0,44.0,56.0,36.0,64.0,,,
Bank of Ireland (exluding subsidiaries),https://www.bankofireland.com/,"Banking,Financial",https://personalbanking.bankofireland.com/app/uploads/Final-BOI-Group-ROI-Gender-Pay-Gap-report.pdf,2022.0,20.5,17.1,,,-19.5,-34.8,-3.3,0.0,,,90.2,90.7,63.0,37.0,61.0,39.0,60.0,40.0,38.0,62.0,56.0,44.0,66,BNY Mellon: SA/NV Dublin Branch,67,49.0,25.0,19.0,14.0,https://www.bnymellon.com/content/dam/bnymellon/documents/pdf/emea/bny-mellon-dublin-branch-2022-gender-pay-gap-report.pdf,2022,-115.0,-115.0,,,81.0,75.0,95.0,96.0,60.0,40.0,56.0,44.0,51.0,49.0,42.0,58.0,,,
Barclays Bank Ireland Plc,https://privatebank.barclays.com/,"Banking,Financial",https://home.barclays/content/dam/home-barclays/documents/who-we-are/our-strategy/DandI/Barclays%20Ireland%20Gender%20Pay%20Gaps%202022.pdf,2022.0,33.9,19.9,61.7,33.3,,,,,88.2,91.3,100.0,100.0,61.0,39.0,36.0,64.0,43.0,57.0,30.0,70.0,,,67,Boliden Tara Mines,68,22.0,20.0,0.0,23.0,https://www.boliden.com/4afe4f/globalassets/operations/mines/tara/boliden-tara-mines-gender-pay-gap-report-2022.pdf,2022,27.0,28.0,18.0,16.0,89.0,98.0,12.0,4.0,18.0,81.0,10.0,90.0,2.0,98.0,1.0,99.0,8.0,92.0,
Baxter Healthcare Ireland,https://www.baxterhealthcare.ie/,"Technology,Hardware,Medical",https://www.baxterhealthcare.ie/sites/g/files/ebysai1646/files/2022-12/Ireland%20Gender%20Pay%20Gap%20Report%2020221202.pdf,2022.0,10.74,10.36,6.99,13.73,-3.35,-4.54,-0.58,0.54,83.11,83.22,74.72,71.95,60.34,39.66,51.2,48.8,46.15,53.85,37.35,62.65,,,68,Bord Gais Energy,69,38.1,9.3,8.2,6.4,https://assets-us-01.kc-usercontent.com/7dd6b71d-d672-0004-6a4d-7043e1d0db33/e0f0067d-b15f-4417-83b5-27b8110c1869/Gender%20Pay%20Gap%20Report%20Final.pdf,2022,31.1,56.4,3.8,12.1,93.0,85.0,95.0,86.0,47.0,53.0,40.0,60.0,41.0,59.0,35.0,65.0,,,
BDO Ireland,https://www.bdo.ie/,"Financial,Accountancy",https://web.archive.org/web/20230403100140/https://www.bdo.ie/getattachment/Insights/2022/Gender-Pay-Gap-Report-2022/BDO-Ireland-Gender-Pay-Gap-Report-2022.pdf.aspx,2022.0,17.0,11.0,15.0,0.0,29.0,8.0,,,21.0,27.0,93.0,86.0,49.0,51.0,64.0,36.0,64.0,36.0,42.0,58.0,55.0,45.0,69,Bord na Mona,70,-21.5,-10.89,-16.8,-8.2,https://www.bordnamona.ie/wp-content/uploads/2022/12/Bord-an-Mona-Gender-Pay-Gap-2022-Report-2.pdf,2022,-52.78,-44.65,0.0,0.0,48.37,39.02,9.77,8.39,21.54,78.46,8.31,91.69,14.15,85.85,22.22,77.78,,,
Beacon Hospital,https://www.beaconhospital.ie/,Healthcare,https://www.beaconhospital.ie/wp-content/uploads/2023/01/Beacon-Hospital-Gender-Pay-Gap-Report-2022.pdf,2022.0,6.74,-1.53,49.13,0.0,-3.54,4.58,8.58,21.1,83.9,78.7,45.51,39.91,68.0,32.0,75.0,25.0,78.0,22.0,67.0,33.0,72.0,28.0,70,Boston Scientific,71,27.4,12.3,13.9,8.8,https://www.bostonscientific.com/en-EU/about-us/corporate-social-responsibility/people/diversity-and-inclusion/gender-pay-gap-reporting-irl/2022.html,2022,-9.3,-3.5,-4.7,-0.5,86.5,86.5,80.0,80.0,50.2,49.8,45.9,54.1,41.7,58.3,34.2,65.8,,,
Beaumont Hospital,http://www.beaumont.ie/,Healthcare,http://www.beaumont.ie/media/GenderPayGapReport20221.pdf,2022.0,22.0,4.0,,,18.0,0.0,18.0,22.0,,,,,73.0,27.0,75.0,25.0,81.0,19.0,61.0,39.0,72.0,28.0,71,Britvic Ireland,72,-35.4,0.6,-224.5,4.1,https://www.britvic.com/media/uirmrhd1/britvic-ireland-gender-pay-gap-report.pdf,2022,-46.4,-46.4,20.3,26.3,85.1,84.7,4.5,17.4,22.94,77.16,11.11,88.89,15.15,84.85,16.0,84.0,16.0,84.0,
Beauparc Panda Waste,https://beauparc.ie/,Waste Management,https://beauparc.ie/wp-content/uploads/2023/07/Beauparc-GPR.pdf,2022.0,-7.6,1.6,-36.0,23.9,-15.2,4.9,,,,,,,14.0,86.0,16.0,84.0,8.0,92.0,21.0,79.0,,,72,Brown Thomas Arnotts,73,48.5,10.6,23.9,0.2,https://bta.scene7.com/is/content/brownthomas/arnotts/creative-arn/2023-creative-content/wk34/2022-Gender-Pay-Gap-Report-FINAL.pdf,2022,-14.7,-16.4,2.8,-1.5,79.5,71.5,2.2,2.8,69.0,31.0,73.0,27.0,72.0,28.0,69.0,31.0,,,
Beckman Coulter Ireland Inc,https://www.beckman.com/contact-us/ireland,"Technology,Hardware,Medical",https://media.beckmancoulter.com/-/media/diagnostics/corporate/images/diversityinclusion/2021-2022_ireland_gender_pay_report.pdf?rev=727ac64e933f4bfa9b97a5be478e4faa&hash=F8A81C049D38AC2CBEF91FB7961F3500,2022.0,-4.0,-0.2,7.3,18.6,15.2,12.4,-3.2,-3.8,85.4,81.5,92.3,93.6,55.6,44.4,35.1,64.9,48.1,51.9,41.5,58.5,45.1,54.9,73,BT Communications Ireland Ltd,74,32.9,11.3,10.7,19.7,https://www.btireland.com/docs/default-source/reports-and-policies--responsible-business/bt-ireland-gender-pay-gap-report-2022.pdf?sfvrsn=abf9f864_1/BT-Ireland-Gender-Pay-Gap-Report-2022.pdf,2022,47.9,19.0,-8.9,-11.8,68.4,79.0,90.0,84.2,39.9,60.1,29.1,70.9,29.1,70.9,22.2,77.8,30.0,70.0,
Becton Dickinson Research Centre Ireland Limited,https://www.bd.com/en-eu/,"Technology,Hardware,Medical",https://web.archive.org/web/20230831201745/https://www.bd.com/documents/international/corporate/Becton%20Dickinson%20Research%20Centre%20Ireland%20Limited%20Gender%20Pay%20Gap%20Report%202022.pdf,2022.0,0.0,0.0,1.0,0.0,,,,,,,76.0,81.0,26.0,73.0,41.0,59.0,32.0,68.0,18.0,82.0,30.0,70.0,74,BWG Foods,75,14.85,13.8,-24.17,-4.2,https://web.archive.org/web/20230927221223/https://www.bwg.ie/bwg-foods-publishes-gender-pay-gap-report-for-2022/,2022,-29.12,-28.98,0.0,0.0,38.64,38.38,12.88,18.38,19.08,80.92,24.82,75.18,24.82,75.18,24.82,75.18,,,
Becton Dickinson: ClearStream Technologies Limited,https://www.bd.com/en-eu/,"Pharmaceutical,Medical",https://web.archive.org/web/20230403151443/https://www.bd.com/documents/international/corporate/ClearStream%20Technologies%20Ltd%20Gender%20Pay%20Gap%20Report%202022.pdf,2022.0,3.2,6.1,2.8,8.0,,,,,,,,,43.0,57.0,46.0,54.0,53.0,47.0,67.0,37.0,51.0,49.0,75,C&C Group Plc (all legal entities),76,14.5,8.8,0.0,11.3,https://candcgroupplc.com/wp-content/uploads/2022/12/cc-gender-pay-gap-report-2022.pdf,2022,-44.6,4.2,,,17.9,16.4,26.8,18.7,18.3,81.7,6.3,93.7,4.8,95.2,15.0,85.0,11.0,89.0,
Bidvest Noonan,https://bidvestnoonan.ie/,Facilities Services,https://bidvestnoonan.ie/wp-content/uploads/2022/12/Gender-Pay-Gap-2022-IOI.pdf,2022.0,10.9,7.7,37.7,-12.0,10.7,5.9,,,1.3,2.2,3.3,0.9,80.0,20.0,64.0,36.0,35.0,65.0,31.0,69.0,,,76,Cairn Homes,77,59.3,20.45,19.3,19.57,https://www.cairnhomes.com/media/m5zay0te/gpg-2022_final.pdf,2022,29.7,54.8,,,98.0,100.0,79.5,54.1,42.0,58.0,25.0,75.0,15.0,85.0,20.0,80.0,25.7,74.3,
BioMarin,https://www.biomarin.com/,"Pharmaceutical,Medical",https://www.biomarin.eu/wp-content/uploads/2022/12/BioMarin-GenderPayGap-Report2022-final-v.pdf,2022.0,14.7,2.6,27.4,-6.8,,,,,94.8,91.8,98.3,98.7,51.9,48.1,37.3,62.7,44.0,56.0,40.3,59.7,43.0,57.0,77,Canada Life Group Services,78,58.6,19.8,29.5,15.4,https://assets-eu-01.kc-usercontent.com/ffd8d21b-ebd4-0151-55d5-297335c8f50f/da99f49b-b13c-445b-8de7-ec9d191b1a78/Canada%20Life%20Group%20Services%20Gender%20Pay%20report%202022%20%282%29.pdf,2022,61.7,53.9,10.3,-23.7,89.0,88.2,14.5,12.7,55.55,49.45,41.76,58.24,37.7,62.3,28.96,71.04,39.73,60.27,
Blackrock Clinic,https://www.blackrockhealth.com/,Healthcare,https://www.blackrockhealth.com/sites/default/files/2023-07/dBC113_BCHR_BLACKROCK_CLINIC_gender_pay_report_v6.pdf,2022.0,16.52,1.22,50.13,10.0,23.73,9.41,25.64,14.34,72.41,55.56,0.12,0.0,67.4,32.6,82.42,17.58,83.15,16.85,64.71,35.29,74.0,26.0,78,Carbery,79,-38.0,13.7,-83.1,8.7,https://www.carbery.com/wp-content/uploads/2022/12/125.12.22-Gender-Report-2022-Final-2.pdf,2022,-42.2,-32.5,0.0,100.0,75.5,65.9,7.8,7.3,39.1,60.9,28.7,71.3,21.8,78.2,27.6,72.4,,,
BMS (BMS Ireland),https://www.bms.com/ie,"Pharmaceutical,Medical",https://www.bms.com/assets/bms/gb/en_gb/images/BMS_Ireland%20Gender_Pay_Gap_Report_A4_v1.0_APPROVED.pdf,2022.0,19.9,15.5,24.6,14.3,,,6.6,29.8,91.7,92.3,92.4,93.5,63.8,36.2,53.4,46.6,45.1,54.9,35.9,64.1,,,79,Carlow County Council,80,,6.56,,-8.08,https://web.archive.org/web/20230627021503/https://carlow.ie/wp-content/documents/uploads/Gender%20Pay%20Gap%20Report.pdf,2022,1.03,2.52,-2.09,-11.25,,,,,40.45,59.55,28.09,71.91,51.09,48.91,41.38,58.62,40.0,60.0,
BMS (Swords Laboratories Ireland),https://www.bms.com/ie,"Pharmaceutical,Medical",https://www.bms.com/assets/bms/gb/en_gb/images/BMS_Ireland%20Gender_Pay_Gap_Report_A4_v1.0_APPROVED.pdf,2022.0,20.4,15.1,24.6,12.9,,,6.6,29.8,91.6,92.1,92.1,93.3,63.3,36.7,54.3,45.7,44.2,55.8,35.4,64.6,,,80,CarTrawler,81,30.0,29.0,31.0,34.0,https://corporate.cartrawler.com/wp-content/uploads/2022/12/Gender-Pay-Gap-Report-2022.pdf,2022,-31.0,-18.0,-33.0,-30.0,81.0,73.0,80.0,83.0,67.0,33.0,59.0,41.0,42.0,58.0,27.0,73.0,,,
